ID,User,Tweet_text,Likes,Retweets
1648285756866314242,An386835,"RT @Trainers_Nfts: Goblinoid WL Raffle Ticket 🎟️

🔴Complete tasks on Galxe to Claim Free Raffle Ticket
🔴50 random holders to get Goblinlisi…",0,286
1648285756006252545,jabbarumaru,RT @crackcobain__: White people always good at random sports like fuck you doin bein a professional frisbee player,0,2489
1648285753095618565,BlOlOlM,RT @httptrashzy: me when I'm cleaning my room then suddenly got distracted with random things I found: https://t.co/C0A0NJaGsG,0,29133
1648285746074120192,bils_lovers,"RT @Jereczko97: ‼️⚠️SPAM ME PLEASE⚠️‼️

❗1 ANSWER - 1 REPLY❗
Remember to use:

WE ARE NUNSTOPPABLE

#SaveWarriorNun #WarriorNun  #whatever…",0,26
1648285742656012288,Sn4pozu,LIKE . FUJKCCKKKK PLEASE DO NOT TIP ME OVER INTO GEOLOGY I ALREADY HAVE ENOUGH RANDOM ASS SCIENTIFIC INTERESTS PLEAAASEWNOOOO,0,0
1648285742215630848,Oxfrywnx,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285741158645762,ujissi_,RT @jaydenproms: Picking random rt on my giveaways 🤫🫣 https://t.co/j2EBg6BVlC,0,21
1648285730513321984,00XSOFT,"ok wait so we have taylor dupe with that ashley girl, matty dupe with d*vid abrams and now a harry dupe with a random guy from instagram????",0,0
1648285730353946625,soffo_tof,"What a random mix of artists I got 
But always 5HINee are around https://t.co/ddocpbHARr",0,0
1648285729036926976,Magma_OnTwt,"Random thought, but I feel like Sinnoh's story climax could have been amazing with a few tweaks.

1.) Put your player more directly in the thick of it with the Lake Valor explosion, see it happen.

2.) Change Candice's Gym.",0,0
1648285728499986433,mikubonez,Looking at my friend like this cus he keeps chatting to me abt m1necraft smps but i havent eaten enough to understand or even gaf about all these random men playing a block game https://t.co/tymz4DFFZ9,0,0
1648285727556517889,nysieee_,"RT @ScottLEOWarrior: I will send one random follower $100 in 24hrs all you have to do is RT and be following myself &amp; @alaska_game

RT thei…",0,5780
1648285726079873025,Slyzer_Rayza,"RT @DodgysDD: Doing a $50 giveaway because why not lol

Like &amp; Retweet to be entered and make sure to be following me so I can DM you and I…",0,179
1648285720577196037,areumdaeumm,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285719641849857,dlvawne,RT @jaydenproms: Picking random rt on my giveaways 🤫🫣 https://t.co/j2EBg6BVlC,0,21
1648285719537008640,shtania808,"RT @jojobestburger_: Her friend with blue hair is using sign language, she could be deaf or has touch aversion or sensory issues or social…",0,8035
1648285719058608130,BarrcodeTV,Random tip of the day: don’t answer numbers you don’t know. Don’t get scam ppl.,0,0
1648285717938708483,JodiGreen69,"RT @gaufre: As several random strangers have remarked to me in the last 24 hours: “Pittsburgh is a union town.”

Thank you @steelworkers fo…",0,13
1648285716223504384,VishuCODMobile,@somaniaakash94 @vivek3294 @Alma_haze Random Teammates &amp; Enemies Are Suck in The Own A55,1,0
1648285715619368964,ThamuzMartu,"@Maki__sei Heeeya! I finished emotes and if you are intereted to see, then check my profile. :) This happened because I saw your post. Funny how random small thing can change something.",0,0
1648285713060831232,c_mcb,"@collectdust @CozyGrove My doctor busted me playing random puzzle games on my phone while I wait at his office.  He responded that they are pretty proven to be relaxing and a good way to lower dementia risk.  Cozy Grove sounds great, considering I love Stardew Valley.",0,0
1648285712653996034,itsArtbyZay,RT @maybeeevirgo: when i get the random urge to tell my mom all my secrets when we’re alone together: https://t.co/PKHYhcWpYl,0,2353
1648285707620818944,Ama__Pee,RT @Dan_Adams86: I covered the police response to the Boston marathon bombings. What I saw on the ground that week was a disorganized posse…,0,883
1648285707583246336,ErwinWyllie,"RT @KleeKaiCoin: 💜Participation Reward: 1 Free NFT &amp; $KLEE tokens worth $25

🏆Total Prize : $5000 KLEE to 100 random people participating i…",0,844
1648285704202649603,0xchzy18,"RT @FarmMeOfficiall: SHARE TO WIN - ROAD TO BSC TO EARN UPTO 100$
Reward: 100$ of FAME/ 5 random winners
Venue: Twitter | Facebook
How to j…",0,147
1648285701686054912,Hardestyner0dml,"RT @CryptoEarning17: 📣 Shibot Airdrop Event 

🎁 Total Reward Pool 3,75 Million Shibot For 10,000 Random participants 

To Enter:
✅ Follow @…",0,5956
1648285696979787776,maqsvintagePH,RT @ArchitektmaQ: One Random Guy From Ikwerre. 🇳🇬 https://t.co/tBJ1eW6xiO,0,4
1648285696719982593,deararindam12,RT @AdityaRajKaul: New York Times preaches India on Extrajudicial Violence. Coming from America where Gun Violence tops in the global democ…,0,1026
1648285695356858368,shini7778,RT @wkclea: private relationship with random flexing &gt;&gt;&gt;,0,5158
1648285694861905921,Triviajklmn,"RT @ScottLEOWarrior: I will send one random follower $100 in 24hrs all you have to do is RT and be following myself &amp; @alaska_game

RT thei…",0,5781
1648285694501208064,luckyemjay,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285683994460161,hopepypei,"RT @jadiorjs: @minilalabelle random but we're here for it
https://t.co/1HPFWgCTRq",0,1
1648285683369508867,minminatz,"RT @MistKshop: day 2 giveaway | #GAFromMistK 

XIKERS RANDOM SIGNED ALBUM
•  like and retweet
•  comment your bias’ name in xikers w/ pictu…",0,49
1648285680655642626,TomRegan33,"RT @BetfairRacing: ❓ Tuesday's Guess The Result is here. 

🎁 Your chance to win a £25 free bet

🤔 Who wins the 15:35 at Newmarket?

🏇 RT &amp;…",0,107
1648285680391409664,Blackhawksguy84,"RT @RipsandFlips: ‼️🚨MONDAY GIVEAWAY🚨‼️

Like, Retweet, Follow for a chance to win  

2022 Panini Origins Hometown Roots
Alvin Kamara Patch…",0,135
1648285678436864001,VerbaRacious,"RT @thedankoe: This is how you prevent boredom from ruining your life:

- Realize your lack of progress
- Be aware of ""random"" thoughts
- O…",0,4
1648285678139211777,0xeswer94776,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285673927974915,Trev_official__,@the_Lawrenz A random guy from Ebonyi https://t.co/ImA45XraJ8,0,0
1648285671046488064,Boom_squard,"RT @Dhavidtips: Massive giveaway on BC games 

Don't have an account?
Register now 👉🏽 https://t.co/K1BiLbjZJt 

Make sure you register and…",0,17
1648285670375391232,O31655421,RT @wkclea: private relationship with random flexing &gt;&gt;&gt;,0,5158
1648285667108225026,lamungee,"RT @godqwanxz: [PLS RT ‼️) If Ricky debut✨
- Tickets for Universal Studios Japan  2 ea (1 ticket per person)
*random*
- Vote for Ricky and…",0,409
1648285664692035585,FordAltforyaboi,@Idiot_Of_Random I'm not prepared,1,0
1648285658312749057,ksyriz,"RT @mjiohnim_: 🦁:is that the dept.head?isn’t he a street seller
🐻: what did you say

SKSKSKSKS I LIVE FOR MINHOON RANDOM FIGHTING😭🤣 https:/…",0,6
1648285656592908289,LittleD42075147,"RT @DeroDegens: 🎰 Gumball Lottery 🎰

The @DERONFTs Gumball update is LIVE and the Dero Degens are almost ready to launch! 

👾 2,222 total G…",0,7
1648285655259303936,MdShuvo68303044,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285652948058114,Random_Dude_K,RT @TiaraOluwatomi: Another freestyle cause this is free💀. Investment!!! Hello😭😂!!!! https://t.co/bytV2EjaBi,0,35
1648285652046483458,mdroni2929,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285651782238210,khnhtr26_,RT @n9htwn: visited a acct i used to follow before for si2 content and got shock to see her posting abt starting to watch f4 th for wp. lma…,0,9
1648285650758819840,520mun,RT @whyfallinluv_: random https://t.co/WBxaMb2ufA,0,1245
1648285650674753537,kilach_,"RT @Kenyans: ""Scammers are recently hacking people's accounts and then sending random messages to friends and relatives asking for money,""…",0,12
1648285649957421056,martinaerreele,RT @maybeeevirgo: when i get the random urge to tell my mom all my secrets when we’re alone together: https://t.co/PKHYhcWpYl,0,2353
1648285648552357890,harleyquinpn1,"RT @ChiefWitxh: In a conversation with a new group of people, I mentioned my love for long drives to random places. This man in the group s…",0,2
1648285646090280960,itselyf,"RT @easyfiesi: 🎁New #Giveaway🎁 You have the Chance to win 1 Random Premium Steam Key! #Steam #PC 

For Enter the Giveaway pls:  

1. Follow…",0,8
1648285645721464834,brokebitch0327,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285643313651712,tsunamay1,"RT @kyuartii: I’m drawing random shit atp. Art block is crazy 😒 
#jjk #fanart #sukuna https://t.co/kSHin8WeIp",0,37
1648285638905729024,sinesquirrel_,RT @heartsforgoogie: missing his random selca videos https://t.co/S6VRBRKKki,0,1838
1648285638427570176,jamjam_jamm,RT @httptrashzy: me when I'm cleaning my room then suddenly got distracted with random things I found: https://t.co/C0A0NJaGsG,0,29133
1648285637643223040,Ian_PIP_M,"RT @ItsAsmodian: #RWBY9Spoilers 

A thread on some little parallels of Blake and Yangs first meeting and why they’re literally SOULMATES:…",0,56
1648285637395767302,skyxqe,RT @YxxnJun99: Random 🤓 https://t.co/tfoERGIdbm,0,11
1648285634010783744,HIHKatharine,@CNN Gun nuts are using stand your ground laws to pick off random people like in a video game. This is what republicans want.,0,0
1648285632094175232,raahuljanardhan,"yes, there's huge bunch of immature jerks spreading unnecessary hatred which signifies their personality. people who're content &amp; peaceful in life don't indulge in quarrels with random people on the internet. it's these small bits of supremacy that makes them feel powerful. sad.",0,0
1648285628730048520,Geordie_elvis,"RT @Specsavers: ANNOUNCEMENT: We’re going to start using the same method as VAR when it comes to doing eye tests. 

We’ll be closing our ey…",0,163
1648285627081805824,SoddersLiger,Hello random wolf in a commercial.. https://t.co/b43mIvUyB8,0,0
1648285626868056065,mileschristin12,"RT @Gee_Web3: Total Airdrop Pool is 50,000 $GT Token 🎉🎉

🏅Top 1-100 &amp; 7,000 Random Winner🏆

To Enter ⤵️
✅ Follow 
@Gee_Web3

✅ Like Rt/Tag…",0,3000
1648285622690275334,Kaffe_Takk,"RT @DRFLivingston: Another random fun-named-horse from the past, I'm sure some of you remember @njbreds FANNY SAPERSTEIN (1976 My Dad Georg…",0,3
1648285622488924161,CarlaSupelano,"RT @CryptoEarning17: 📣 Lucky Star X Genius airdrop Massive #Giveaway

🎁 Total Reward Pool 20,000 $xLuck Token For 2000 Random users 

To En…",0,2392
1648285620803112960,oxwin_yosie88,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285619754532864,Salthestoic1,RT @JaaliusKSA: I used to think that pajeets were cringe AF going on Corey Gil-shuster vids asking to marry random Israeli women till I saw…,0,1
1648285618898710529,Kek6184,"RT @airdropinspect: New airdrop: Accel DAO (USDT)
Total Reward: 1,000 USDT
Rate: ⭐️⭐️⭐️⭐️
Winners: 400 Random &amp; Top 20
Distribution: within…",0,3574
1648285618286260225,Random_Vortex,"@SarahDobbs Absolutely no idea, takes me ages to get through the door even though I've never had a problem in the gym and I don't face anyway near the scrutiny that women do at times.",0,0
1648285615610265602,eckes,"dear @VW  is this a legit site of yours and are you really asking your customers to download random active content and disable their content protection? https://t.co/JryDfrpldD that is bad phishing advice (btwyour account looks neglected, pinned „closed“ messages from last year?)",0,0
1648285609491050496,Minaiza12,RT @JJSTUDI0: random photocards from different groups for ₱60 each??,0,5
1648285602394132480,Syedafatimaahh,The feminine urge to buy random shit and call it self care :'),0,0
1648285600766623745,BadgerWater,"@JustKatie808 @AyoCaesar Not random targets: The demographic that enjoys watching snooker in the middle of the day on a weekday is the same one that’s stopping climate progress. They, along with you and me, will now be talking about it. All publicity is good.",0,0
1648285598975950854,MdAsekurRahman4,"RT @Doge_Quest: 📣 Doge Quest Airdrop #Giveaway

🎁 Total Reward Pool 150 Million Doge Quest 1000 Random users and Top 100 Refferals

To Ente…",0,1538
1648285597222465536,jojobroom,"Today's random Discogs choice Maps and Vicissitude 2013. A pleasant enough album, didn't my word on fire just a nice listen. Favourite track Insignificant Others. https://t.co/WFuXg5vMtM",0,0
1648285596752773120,Random_Toad1,@MoonRabbitYK Please stop thinking that way,0,0
1648285596224475136,ArntheBrkn,RT @ohanxiety: random breakdowns is the worst,0,657
1648285594970206208,bahawalyakhwana,RT @niggaolas: Mind you Janet Jackson has influenced kpop artists like BoA and many other kpop artists for you to say random sht like this…,0,553
1648285593053577216,k1ttenduzt,RT @wkclea: private relationship with random flexing &gt;&gt;&gt;,0,5158
1648285590519947273,Kiara_aaa5,RT @niggaolas: Mind you Janet Jackson has influenced kpop artists like BoA and many other kpop artists for you to say random sht like this…,0,553
1648285587902984192,kylabigwinsss,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285587584196608,skrana125,@MbaAnxietyWali_ Or mai recently addicted to twitter because twitter randomly give notifications of random girls tweet. Ab twitter v paresaan kr raha sale kitne din single rahoge koi ladki Pata le...,0,0
1648285585273143296,EvropaIs4ever,"@hulkhogann97 Check this sub https://t.co/h69Q7nKPAX Most of the time it's always some random privileged jackass living in UK/USA whining about how they want to ban ""incels"" in a sub representing a country where most men are incels until marriage",0,0
1648285582014164992,lisaisabopII,RT @niggaolas: Mind you Janet Jackson has influenced kpop artists like BoA and many other kpop artists for you to say random sht like this…,0,553
1648285581883973633,_VictoriousONE,"@superstarboss1 Lol you right, we were a proper country then! Lol I haven’t even seen somebody post their sig other with the paragraphs either, PDA has been reduced to a random hand or leg in an IG Story 😂",0,0
1648285574338314245,jeonmjungkoo0k,"RT @The7BTS: Hi ARMYs This account will be dedicated to posting some Bts news, updates, and some random videos and photos, Please support u…",0,135
1648285571268108288,BrendanAllison1,"@Jordan_Reid While I am grateful for an alternative to PFF now that they put up a paywall; couple of notes:
1) lacks polish, reminds me of a website from the early 2000s. Come on ESPN, you've got Disney $.
2) no option to trade players
3) seemingly WAAAYYY too random with selections",0,0
1648285568671834112,__yellows,RT @Callmeunscramz: One random Edo girl from Zaria😍 https://t.co/hvMrF6G5Id,0,2
1648285568479150087,NorthMT4,"RT @CherprangPHFC: [😺📝] — iAM48 update
🔗:https://t.co/QG61fBt3hP

Random photos~ 🥺❤️

#CherprangBNK48 #BNK48 #iAM48OfficialApplication #Che…",0,16
1648285566289469440,dreamin_4ever,"RT @Jillyacett_: ‼️LOUIS VUITTON SNEAKERS GIVEAWAY‼️ 
VOTE FOR JAY CHANG until April 18-20

🚩One random winner will be selected of a never…",0,250
1648285562766503938,zrvck,RT @maybeeevirgo: when i get the random urge to tell my mom all my secrets when we’re alone together: https://t.co/PKHYhcWpYl,0,2354
1648285559931170816,Ijustbehappier,"RT @lmarisunl: ✨D-DAY Giveaway✨

Includes: 1 Sealed D-DAY album (random) from Target, and 1 Shooky Tiger Cosmetic pouch. 

RT to enter

Ope…",0,1044
1648285555208122369,EkNalaiqMusanfa,@SohailAmin_ @LAHXLLUClNATlON THAT IS MY OPINION ON A RANDOM TWEET AND I AM NOT ANSWERABLE TO YOU...,0,0
1648285554822332416,btc_alm,"RT @CoinPayU: Thanks to @bitlabs_ai, your bitlabs offer earning will increase 40% until June 30th. 

RT+ Comment your Bitcoin lightning add…",0,187
1648285553161539584,seimahneym,"It yall see a random beahwang dancing in prontera, look away 😅 https://t.co/iAkMmc4AaM",0,0
1648285546807201792,notshannn29,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285543049080832,MdAsekurRahman4,"RT @CryptoEarning17: 📣 Doge Quest Airdrop #Giveaway

🎁 Total Reward Pool 150 Million Doge Quest 1000 Random users and Top 100 Refferals

To…",0,1589
1648285542751039488,JamesMcErlain,"RT @easyfiesi: 🎁New #Giveaway🎁 You have the Chance to win 1 Random Premium Steam Key! #Steam #PC 

For Enter the Giveaway pls:  

1. Follow…",0,8
1648285537772642305,IAMHIDEEE,"RT @DodgysDD: Doing a $50 giveaway because why not lol

Like &amp; Retweet to be entered and make sure to be following me so I can DM you and I…",0,179
1648285533251190785,bokuaka_lovebot,"RT @vanihina: More random thoughts/musings/theories but this time about 1ke's lore/bg from what Ek1 dropped in his last appearance

They or…",0,10
1648285530235494401,notegone,https://t.co/B4i01PGkaA random websites,0,0
1648285527647432704,PizzaFacts2go,"@vissersixxx @PunishedLorelai Having worked at a theater actually it's annoying and greatly adds to the workload when people don't clean up after themselves. People don't just leave random popcorn, they also leave cups and full bags and candy boxes and there's only so much I can carry in a trip to the trash",1,0
1648285521771102209,Jernaeeeee,Why is so many random ppl adding me on Snapchat,0,0
1648285521548812289,alivedrop2,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285518478602240,scumbunker,@markmaycot so a random baseless anecdote matters more than an actual source with data,1,0
1648285511449214976,marpadrea,RT @httptrashzy: me when I'm cleaning my room then suddenly got distracted with random things I found: https://t.co/C0A0NJaGsG,0,29132
1648285508597080064,skytheprotogen,"This is my last tweet and I just wanted to say goodbye to the one that were here to support me, you all are amazing and I love you.

Anyways I'm sorry for the random leave but I'll be leave all my social media platforms, I will not be coming back ever and I won't be around long.",0,0
1648285507254665218,H0TTESTMOM,"RT @pulchraiaspis: Autism is so misunderstood. I got a student who if you say a random date, he'll immediately tell you a major piece of hi…",0,4725
1648285506575400960,bharat_vijeta,RT @AdityaRajKaul: New York Times preaches India on Extrajudicial Violence. Coming from America where Gun Violence tops in the global democ…,0,1026
1648285504192823296,Genociderabbit,"RT @Jdogexe: Random question but

Y'all ever think about which color fits each player number better? Between these, which y'all feel more c…",0,417
1648285502645194753,sliceofruit,this is so random https://t.co/izO0Q2xACo,0,0
1648285496102010880,Rahulsherma1989,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285495569285122,sexie30lexie,RT @niggaolas: Mind you Janet Jackson has influenced kpop artists like BoA and many other kpop artists for you to say random sht like this…,0,553
1648285494349041666,Alamgir0031,"RT @Airdrop6_com: New #airdrop: Chitaverse (Random 1000)
Reward: 20,000 BCT (~$7.5) 
News:  CoinStore, Coinmarketcap
Distribution date: May…",0,2422
1648285493879279620,Bat_From_Hell_,"RT @DanArnoldMist: Random shot from one of the procedural worlds in Under a Rock! More on our Discord! https://t.co/tX9QGAyujj

#gamedev #i…",0,2
1648285493375954945,lusomark1,RT @whyfallinluv_: random https://t.co/WBxaMb2ufA,0,1245
1648285488040792066,Thebigwin7,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285483443671040,ATLLAEV,"RT @TheKingDream: Random but 

That Pandemic was crazy, I don’t know if you guys just moved on and forgot. But make sure u take sometime to…",0,597
1648285483217158146,defnam_,"RT @jojobestburger_: Her friend with blue hair is using sign language, she could be deaf or has touch aversion or sensory issues or social…",0,8035
1648285473826119680,SmartSnail_NFT,"Hello Smarts!
This is one of a kind and unique concept from Smart Snail NFT.
Our NFT arts are smart, cute and ready to be listed but we have a concept where all the snails will be popping out random quotes interval in a bubble. https://t.co/FOOJxGM5DM",0,0
1648285473608183811,m0neyfestin9,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285471485640705,zygodactyls,RT @CHRISF0GLE: Elaboration: the curtains were not fucking blue if the thing being analyzed is a work of fiction—they don’t exist. In ficti…,0,162
1648285469938171906,BSC_Airdrop,"RT @BSC_Airdrop: ‼️Drop your #BNB    address below 👇 100 Random  Winner Get The Reward 

I feel very generous today 😜💸

Don’t ask why… 🔥

Y…",0,1
1648285468608569344,sea_salting,RT @wkclea: private relationship with random flexing &gt;&gt;&gt;,0,5158
1648285465429311488,banyakrejekinya,RT @ScottLEOWarrior: I will send one random follower $100 in 24hrs all you have to do is RT and be following @swapleonicorn &amp; @nautilus_cha…,0,5374
1648285455547523076,Tufayel2003,"RT @fluxxlabsio: Did you know you can get a #Fluxxbox for free every week? 

It means you could have a lucky streak coming your way! With a…",0,1536
1648285454616129537,KateVasey,RT @weareint0lerant: Eee it went really well. ☺️ Shame we lost the first half when the phone ran out of battery but still this was a win an…,0,2
1648285450472407041,PRANTOHOWLADER2,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285450157662208,GregoryScottEly,RT @RoyRizothe1: @RATs266 @GregoryScottEly Yea but it wasn't from a stranger it was from the fam. we had a talk yesterday and it's fine he…,0,2
1648285449893601280,focaelors,No I did not ask a random stranger to take a picture of me,0,0
1648285446567510016,Gruberb5h01f,"RT @CryptoEarning17: 📣 Shibot Airdrop Event 

🎁 Total Reward Pool 3,75 Million Shibot For 10,000 Random participants 

To Enter:
✅ Follow @…",0,5956
1648285445686726657,jubayer_biswas,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285441983139842,uulexam,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285436744269826,ikeuningz,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285435347763206,BSC_Airdrop,"‼️Drop your #BNB    address below 👇 100 Random  Winner Get The Reward 

I feel very generous today 😜💸

Don’t ask why… 🔥

You might be the lucky Winner 🚀 https://t.co/n68XQcs0Hv",2,1
1648285435221737473,blablablabaloon,RT @maybeeevirgo: when i get the random urge to tell my mom all my secrets when we’re alone together: https://t.co/PKHYhcWpYl,0,2354
1648285434991222785,THRanaksholeh,"RT @ScottLEOWarrior: I will send one random follower $100 in 24hrs all you have to do is RT and be following myself &amp; @alaska_game

RT thei…",0,5781
1648285434718617600,kois_123,"RT @samoyedboy_: 🍥🐟 pls  rt 

happy jeno day .◜◡◝
giveaway  Jeno day only 10 set
★ random rt 1 set ★

date  22/04
time : 20:00
shipping 40฿…",0,188
1648285426342592512,eyzonjoon,@agustdluvjm I was just making outfits combining random things i have and one outfit looked so good but I cant wear it without bra here but bra just ruined the vibe of the outfit 😭,1,0
1648285424803278853,RealVerj,RT @heartsforgoogie: missing his random selca videos https://t.co/S6VRBRKKki,0,1838
1648285423737905152,JessTheGameHero,"RT @easyfiesi: 🎁New #Giveaway🎁 You have the Chance to win 1 Random Premium Steam Key! #Steam #PC 

For Enter the Giveaway pls:  

1. Follow…",0,8
1648285420881604608,simalakama0h,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285418142461958,Mrs_Rudloff,"Can. When But all this verbiage, these seemingly random consonants clattering on the counter
؟?
نمشے

🔹H8🔹
🔹H8🔹
🔹H8🔹",0,0
1648285417303601152,OfficialPiran_,"RT @Deebeegeek26: I’m giving away one of these beautiful Tears of the Kingdom Nintendo Switch OLEDs.

Wanna win?
Like and subscribe to this…",0,613
1648285416112418817,grimmjow6san,"RT @easyfiesi: 🎁New #Giveaway🎁 You have the Chance to win 1 Random Premium Steam Key! #Steam #PC 

For Enter the Giveaway pls:  

1. Follow…",0,8
1648285414590140416,EttyListiowati,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285413738520576,chidigoodness22,RT @DenaroFreeBets: Finally this 200k is to be shared to 200 random 100 people that joins and stay in this telegram channel 👉🏽👉🏽 https://t.…,0,66
1648285409674252292,zoeazaria,RT @wkclea: private relationship with random flexing &gt;&gt;&gt;,0,5159
1648285409397571590,Sam29175772,"RT @lazard2209: 💰1000$ HYPEDROP CONTEST!💰
✅RT + TAG 1 (Random RT 25$ Tag a depositer 50$)
🥇400$
🥈300$
🥉150$
🎟️6x 25$ Ticket 
⚡️Code Lazard…",0,211
1648285408969490432,ccarolineegan,RT @maybeeevirgo: when i get the random urge to tell my mom all my secrets when we’re alone together: https://t.co/PKHYhcWpYl,0,2354
1648285406163771392,UrluckyBlossoms,"RT @bluechip_io: 💵50 USDT= 💙🔁👤?

Yep! BlueChip is giving away 50 USDT💰 

How?
💙Like this tweet
🔁retweet it
👤Subscribe to @bluechip_io

Winn…",0,2212
1648285405458886658,lvrsdiaz,RT @bckleywalsh: back in the era of buck just doing random things to eddie i love it here https://t.co/5Cj1HqWeUM,0,17
1648285403131318273,sskz_hv,"HIWHAJABAJ FINAL NA!! TRUE NA END NA HAHAIWHJS love y'all!

— leave anything! may it be rants, thoughts or random talks! 
https://t.co/QpA1iNNCOo",0,0
1648285397384933376,Sonu98831840,"RT @Metavers_space_: Total Airdrop Pool is 50,000 $FX1 Token 🎉🎉

🏅Top 1-30 &amp; 2000 Random Winner🏆

To Enter ⤵️
✅ Follow @FX1Sports
✅ Like Rt…",0,7943
1648285396051329025,AlirezaRobber,"RT @CryptoTownEU: 🚀 Airdrop: Reality VR
💰 Value: 500 $RVR
🏆 Winners: 200 random
👥 Top 50 Referrals: 5,000 $RVR
📊 Contract: PolygonScan
📅 En…",0,169
1648285394130333696,JJJJJ_w1,"RT @Openpad_io: 🎉 Get ready for the NFT Celebrate: OpenPad x SUI x Mar3 &amp; 200,000 $OPAD AIRDROP for 2,000 lucky winners!🔥

📌Link: https://t…",0,667
1648285391357718529,yo_bk,RT @Dan_Adams86: I covered the police response to the Boston marathon bombings. What I saw on the ground that week was a disorganized posse…,0,883
1648285386270203905,pudding0reo,"RT @WebGrow_Dao: 🥳🥳 #FCFS
Fcfs 800 &amp; Random 200 people🎉
🤩 Total Prize Pool - 20000 Lamina Token Giveaway 🎉 

To Enter ⤵️
➡️ Follow  @WebGro…",0,2019
1648285382914572290,___thegoddess,RT @wkclea: private relationship with random flexing &gt;&gt;&gt;,0,5159
1648285379903062019,ge3khigh,random hoe try not to block me challenge (impossible),0,0
